storenum,nickname,address1,address2,address3,city,country,email1,email2,fax1,fax2,zone,field2,field3,phone1,phone2,state,zipcode,firstname,lastname,middlename,latitude,longitude,active,monopen,monclose,tueopen,tueclose,wedopen,wedclose,thuopen,thuclose,friopen,friclose,satopen,satclose,sunopen,sunclose
"2161","TSC_STORE_2161","70 RTE 206","","","HAMMONTON","US","","","","","72","Y","","609-561-1122","","NJ","08037-3020","","","","39.653065","-74.78492","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"2269","TSC_STORE_2269","1029 YADKINVILLE RD STE 101","","","MOCKSVILLE","US","","","","","52","Y","","336-751-0555","","NC","27028-2076","","","","35.90984","-80.576866","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"521","TSC_STORE_0521","2002 EAST CENTRAL TEXAS EXPY STE C","","","KILLEEN","US","","","","","14","Y","","254-200-0654","","TX","76541","","","","31.090158","-97.723412","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"663","TSC_STORE_0663","540 WATER ST STE 100","","","CHARDON","US","","","","","73","Y","","440-286-8283","","OH","44024","","","","41.582584","-81.215813","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"2040","TSC_STORE_2040","1102 WEST 12TH ST","","","GRAFTON","US","","","","","82","Y","","701-352-0077","","ND","58237-2135","","","","48.411274","-97.428291","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","12:00 PM","7:00 PM"
"596","TSC_STORE_0596","320 NORTH HAMPTON AVE","","","RUSSELLVILLE","US","","","","","11","Y","","479-890-9800","","AR","72802","","","","35.281342","-93.098579","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1389","TSC_STORE_1389","1333 WEST FLOYD BAKER BLVD","","","GAFFNEY","US","","","","","22","Y","","864-487-5683","","SC","29341","","","","35.085781","-81.661201","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1931","TSC_STORE_1931","NOT AVAILABLE","","","BRENTWOOD","US","","","","","00","N","","615-440-4600","","TN","37027","","","","38.234531","-104.661499","0","8:00 AM","8:00 PM","8:00 AM","8:00 PM","8:00 AM","8:00 PM","8:00 AM","8:00 PM","8:00 AM","8:00 PM","8:00 AM","8:00 PM","9:00 AM","7:00 PM"
"715","TSC_STORE_0715","3660 MAPLE AVE","","","ZANESVILLE","US","","","","","71","Y","","740-455-3441","","OH","43701","","","","39.992764","-82.025078","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1464","TSC_STORE_1464","1770 MAIN ST","","","SANFORD","US","","","","","63","Y","","207-490-0034","","ME","04073","","","","43.403465","-70.715462","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"380","TSC_STORE_0380","2606 MINNICH TRL","","","KINGSPORT","US","","","","","52","Y","","423-245-6660","","TN","37660","","","","36.557079","-82.606133","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1989","TSC_STORE_1989","711 WASHINGTON AVE STE 1B","","","CHESTERTOWN","US","","","","","52","Y","","410-778-2047","","MD","21620","","","","39.224274","-76.067993","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"2129","TSC_STORE_2129","814 HWY 67 NORTH","","","WALNUT RIDGE","US","","","","","11","Y","","870-886-2828","","AR","72476","","","","36.08083","-90.955688","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"792","TSC_STORE_0792","398 RTE 57 WEST 4","","","WASHINGTON","US","","","","","73","Y","","908-689-3202","","NJ","07882","","","","40.752155","-75.006058","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"621","TSC_STORE_0621","71 PINE LAKE AVE STE B","","","LA PORTE","US","","","","","71","Y","","219-326-8741","","IN","46350","","","","41.615433","-86.72773","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"780","TSC_STORE_0780","862 RTE 45","","","PILESGROVE","US","","","","","73","Y","","856-769-7284","","NJ","08098","","","","39.644047","-75.339455","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1689","TSC_STORE_1689","11855 US HWY 601 SOUTH","","","MIDLAND","US","","","","","23","Y","","704-888-4244","","NC","28107","","","","35.253452","-80.50029","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"606","TSC_STORE_0606","1620 NORTH GREEN AVE","","","PURCELL","US","","","","","11","Y","","405-527-3525","","OK","73080","","","","35.031452","-97.365112","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1338","TSC_STORE_1338","1253 RTE 311","","","PATTERSON","US","","","","","63","Y","","845-878-7215","","NY","12563","","","","41.513451","-73.59375","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1422","TSC_STORE_1422","2507 NORTH SERVICE RD EAST","","","RUSTON","US","","","","","13","Y","","318-255-9349","","LA","71270","","","","32.541561","-92.605614","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1138","TSC_STORE_1138","7485 US HWY 11","","","POTSDAM","US","","","","","63","Y","","315-265-3101","","NY","13676","","","","44.665169","-75.029716","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"2060","TSC_STORE_2060","1511 WEST INTERSTATE 20","","","ODESSA","US","","","","","41","Y","","432-332-8464","","TX","79766","","","","31.817932","-102.37838","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1714","TSC_STORE_1714","29 NM HWY 518","","","LAS VEGAS","US","","","","","81","Y","","505-454-1560","","NM","87701","","","","35.630363","-105.227234","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"501","TSC_STORE_0501","3985 SOUTH MEMORIAL DR","","","WINTERVILLE","US","","","","","22","Y","","252-353-7400","","NC","28590","","","","35.557919","-77.404449","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"271","TSC_STORE_0271","1160 RYANS RD","","","WORTHINGTON","US","","","","","81","Y","","507-376-9733","","MN","56187","","","","43.634357","-95.599007","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"2141","TSC_STORE_2141","1306 GILMER AVE","","","TALLASSEE","US","","","","","22","Y","","334-252-0203","","AL","36078-1026","","","","32.551872","-85.917435","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"133","TSC_STORE_0133","5470 LANDERS RD","","","NORTH LITTLE ROCK","US","","","","","13","Y","","501-945-2906","","AR","72117","","","","34.802422","-92.211769","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"370","TSC_STORE_0370","27400 TOMBALL PKWY","","","TOMBALL","US","","","","","13","Y","","281-357-0000","","TX","77375","","","","30.072727","-95.625046","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1824","TSC_STORE_1824","4544 WEST RIDGE DR","","","DICKINSON","US","","","","","81","Y","","701-483-9760","","ND","58601","","","","46.894501","-102.845367","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","12:00 PM","7:00 PM"
"1209","TSC_STORE_1209","6850 WHITMORE LAKE RD","","","WHITMORE LAKE","US","","","","","71","Y","","734-302-4037","","MI","48189","","","","42.377708","-83.757072","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1907","TSC_STORE_1907","2754 SARATOGA BLVD","","","CORPUS CHRISTI","US","","","","","14","Y","","361-850-1804","","TX","78415","","","","27.711073","-97.434067","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"177","TSC_STORE_0177","4800 24TH AVE","","","FORT GRATIOT","US","","","","","71","Y","","810-385-5855","","MI","48059","","","","43.04813","-82.456512","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"2296","TSC_STORE_2296","701 68TH SOUTHWEST STE 115","","","BYRON CENTER","US","","","","","71","Y","","616-455-6868","","MI","49315-8372","","","","42.842205","-85.679787","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1344","TSC_STORE_1344","1900 CONSTITUTION AVE","","","OLEAN","US","","","","","62","Y","","716-372-1052","","NY","14760","","","","42.083778","-78.453407","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"264","TSC_STORE_0264","100 NOBLE BLVD STE 30","","","CARLISLE","US","","","","","72","Y","","717-240-0632","","PA","17013-4010","","","","40.190117","-77.191544","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1997","TSC_STORE_1997","13778 EAST I 25 FRONTAGE ROAD","","","LONGMONT","US","","","","","81","Y","","970-535-4300","","CO","80504","","","","40.20116","-104.978722","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1784","TSC_STORE_1784","2555 SOUTH MILLER RD","","","BUCKEYE","US","","","","","42","Y","","623-386-3208","","AZ","85326","","","","33.4231","-112.58992","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"712","TSC_STORE_0712","293 STATE RTE 104","","","OSWEGO","US","","","","","61","Y","","315-342-7100","","NY","13126","","","","43.462963","-76.483696","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"2168","TSC_STORE_2168","9910 LIBERTY RD","","","RANDALLSTOWN","US","","","","","53","Y","","410-521-1515","","MD","21133-1804","","","","39.382515","-76.823479","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"562","TSC_STORE_0562","3660 WEST NEWHAVEN AVE","","","MELBOURNE","US","","","","","02","Y","","321-725-7857","","FL","32904","","","","28.080139","-80.683601","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"2288","TSC_STORE_2288","25044 LANKFORD HWY","","","ONLEY","US","","","","","53","Y","","757-787-7755","","VA","23418","","","","37.702175","-75.713814","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1644","TSC_STORE_1644","1305 BOLL WEEVIL CIR","","","ENTERPRISE","US","","","","","22","Y","","334-347-4125","","AL","36330","","","","31.332676","-85.862785","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1541","TSC_STORE_1541","550 ROE CENTER CT","","","TRAVELERS REST","US","","","","","22","Y","","864-834-7333","","SC","29690","","","","34.959827","-82.437408","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1822","TSC_STORE_1822","1645 HWY 88","","","MINDEN","US","","","","","81","Y","","775-783-8675","","NV","89423","","","","38.957264","-119.777702","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1994","TSC_STORE_1994","20 PLAZA DR","","","STE GENEVIEVE","US","","","","","52","Y","","573-883-2189","","MO","63670-1800","","","","37.96806","-90.051727","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"281","TSC_STORE_0281","25 PUTNAM PLZ","","","GREENCASTLE","US","","","","","71","Y","","765-653-2448","","IN","46135","","","","39.647648","-86.830345","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1486","TSC_STORE_1486","2911 EAST AUSTIN ST","","","GIDDINGS","US","","","","","13","Y","","979-542-1325","","TX","78942","","","","30.179054","-96.908249","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"410","TSC_STORE_0410","14 MONTICELLO RD","","","WEAVERVILLE","US","","","","","53","Y","","828-658-9250","","NC","28787","","","","35.710892","-82.562454","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"327","TSC_STORE_0327","329 VETERANS MEMORIAL HWY","","","COUNCIL BLUFFS","US","","","","","81","Y","","712-366-2451","","IA","51501","","","","41.218765","-95.85009","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"2215","TSC_STORE_2215","1235 SAINT PATRICKS DR","","","PERRY","US","","","","","22","Y","","478-987-7962","","GA","31069-2149","","","","32.475719","-83.741425","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"535","TSC_STORE_0535","2915 NORTH RIDGE EAST","","","ASHTABULA","US","","","","","72","Y","","440-992-6616","","OH","44004","","","","41.879765","-80.758636","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1314","TSC_STORE_1314","3775 WEST MAIN ST","","","DOTHAN","US","","","","","01","Y","","334-792-8024","","AL","36305","","","","31.231497","-85.448997","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"384","TSC_STORE_0384","2200 SOUTH LOOP 256","","","PALESTINE","US","","","","","13","Y","","903-723-8381","","TX","75801","","","","31.732714","-95.61203","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"2042","TSC_STORE_2042","709 EAST ELBERT ST","","","ELBERTON","US","","","","","22","Y","","706-283-4097","","GA","30635-2356","","","","34.101681","-82.848793","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1940","TSC_STORE_1940","33 NORTWEST FRONTAGE RD","","","FORT COLLINS","US","","","","","81","Y","","970-221-1104","","CO","80524","","","","40.584171","-105.001839","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"362","TSC_STORE_0362","1817 SOUTH MAIN ST","","","WEATHERFORD","US","","","","","11","Y","","817-594-2488","","TX","76086","","","","32.735802","-97.792923","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"619","TSC_STORE_0619","1929 NORTH GREENSBURG XING","","","GREENSBURG","US","","","","","71","Y","","812-662-7447","","IN","47240","","","","39.356743","-85.482803","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1725","TSC_STORE_1725","535 WEST WALTON ST","","","WILLARD","US","","","","","73","Y","","419-933-2005","","OH","44890","","","","41.043339","-82.743462","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1770","TSC_STORE_1770","670 BRATTLEBORO RD","","","HINSDALE","US","","","","","61","Y","","603-336-5274","","NH","03451","","","","42.808296","-72.530151","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1651","TSC_STORE_1651","2707 HWY 180 EAST","","","SILVER CITY","US","","","","","42","Y","","575-534-9634","","NM","88061","","","","32.788013","-108.244904","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"2126","TSC_STORE_2126","84 NELSON RD","","","MIFFLINTOWN","US","","","","","73","Y","","717-436-6400","","PA","17059-7595","","","","40.562508","-77.391045","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1432","TSC_STORE_1432","901 RTE 16","","","OSSIPEE","US","","","","","63","Y","","603-539-2736","","NH","03864","","","","43.702736","-71.112274","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"138","TSC_STORE_0138","195 WATER ST STE A","","","SAVANNAH","US","","","","","53","Y","","731-925-3773","","TN","38372","","","","35.222126","-88.244247","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1201","TSC_STORE_1201","1183 ERIE BLVD WEST","","","ROME","US","","","","","61","Y","","315-337-2710","","NY","13440","","","","43.225296","-75.488007","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"693","TSC_STORE_0693","1534 NORTH CENTER AVE STE 100","","","SOMERSET","US","","","","","72","Y","","814-443-9913","","PA","15501","","","","40.03352","-79.0737","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1681","TSC_STORE_1681","2307 NORTH HWY 63","","","STUTTGART","US","","","","","14","Y","","870-672-7226","","AR","72160","","","","34.531567","-91.558075","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1713","TSC_STORE_1713","176 FEATHER LN","","","CANTON","US","","","","","22","Y","","601-859-8400","","MS","39046","","","","32.600842","-90.070839","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"794","TSC_STORE_0794","1253 SOUTHEAST OLDHAM PKWY","","","LEES SUMMIT","US","","","","","51","Y","","816-525-3757","","MO","64081","","","","38.901009","-94.343964","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"205","TSC_STORE_0205","2205 STATE HWY 121 NORTH","","","BONHAM","US","","","","","13","Y","","903-640-8085","","TX","75418","","","","33.599655","-96.1931","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1930","TSC_STORE_1930","828 NORTH MAIN ST","","","EPHRAIM","US","","","","","81","Y","","435-283-3550","","UT","84627","","","","39.375095","-111.585686","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"604","TSC_STORE_0604","2 COLLEGE HWY","","","SOUTHAMPTON","US","","","","","63","Y","","413-527-5566","","MA","01073","","","","42.253963","-72.697136","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1730","TSC_STORE_1730","221 EAST HWY 246 UNIT 103","","","BUELLTON","US","","","","","07","Y","","805-686-7901","","CA","93427","","","","34.612","-120.186836","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"391","TSC_STORE_0391","29 PAYNE LN","","","STAUNTON","US","","","","","53","Y","","540-887-2569","","VA","24401","","","","38.124477","-79.066788","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
